case_test, size, search_type,count,time,ids,right_answer
tests/392-test.txt,17,B&B DFS,33,0.132,12 ,12 
tests/392-test.txt,17,B&B BFS,45,0.335,12 ,12 
tests/393-test.txt,24,Blind Search,402653184,3780.12,3 11 15 ,3 11 15 
tests/393-test.txt,24,Best-Fit Search,24,0.033,15 11 22 5 ,3 11 15 
tests/393-test.txt,24,B&B DFS,165,1.185,3 11 15 ,3 11 15 
tests/393-test.txt,24,B&B BFS,2959,27.211,3 11 15 ,3 11 15 
tests/394-test.txt,22,Blind Search,92274688,886.339,0 2 8 10 11 16 17 ,0 2 8 10 11 16 17 
tests/394-test.txt,22,Best-Fit Search,22,0.031,16 8 11 0 17 10 12 ,0 2 8 10 11 16 17 
tests/394-test.txt,22,B&B DFS,177,1.321,0 2 8 10 11 16 17 ,0 2 8 10 11 16 17 
tests/394-test.txt,22,B&B BFS,16525,154.86,0 2 8 10 11 16 17 ,0 2 8 10 11 16 17 
tests/395-test.txt,22,Blind Search,92274688,886.66,6 ,6 
tests/395-test.txt,22,Best-Fit Search,22,0.031,14 ,6 
tests/395-test.txt,22,B&B DFS,133,0.624,6 ,6 
tests/395-test.txt,22,B&B BFS,247,2.048,6 ,6 
tests/396-test.txt,22,Blind Search,92274688,883.532,3 8 11 13 14 ,3 8 11 13 14 
tests/396-test.txt,22,Best-Fit Search,22,0.029,3 8 21 14 18 4 ,3 8 11 13 14 
tests/396-test.txt,22,B&B DFS,225,1.549,3 8 11 13 14 ,3 8 11 13 14 
tests/396-test.txt,22,B&B BFS,14079,129.752,3 8 11 13 14 ,3 8 11 13 14 
tests/397-test.txt,22,Blind Search,92274688,886.648,2 4 14 15 19 21 ,2 4 14 15 19 21 
tests/397-test.txt,22,Best-Fit Search,22,0.031,2 19 4 14 1 21 12 ,2 4 14 15 19 21 
tests/397-test.txt,22,B&B DFS,255,1.777,2 4 14 15 19 21 ,2 4 14 15 19 21 
tests/397-test.txt,22,B&B BFS,11307,108.88,2 4 14 15 19 21 ,2 4 14 15 19 21 
tests/398-test.txt,15,Blind Search,491520,5.282,5 6 10 11 12 14 ,5 6 10 11 12 14 
tests/398-test.txt,15,Best-Fit Search,15,0.019,5 14 11 10 9 12 ,5 6 10 11 12 14 
tests/398-test.txt,15,B&B DFS,85,0.449,5 6 10 11 12 14 ,5 6 10 11 12 14 
tests/398-test.txt,15,B&B BFS,883,6.876,5 6 10 11 12 14 ,5 6 10 11 12 14 
tests/399-test.txt,24,Blind Search,402653184,3781.59,0 2 5 11 21 ,0 2 5 11 21 
tests/399-test.txt,24,Best-Fit Search,24,0.034,0 21 5 19 2 17 ,0 2 5 11 21 
tests/399-test.txt,24,B&B DFS,185,1.483,0 2 5 11 21 ,0 2 5 11 21 
tests/399-test.txt,24,B&B BFS,15169,147.415,0 2 5 11 21 ,0 2 5 11 21 
tests/400-test.txt,14,Blind Search,229376,2.567,0 12 ,0 12 
tests/400-test.txt,14,Best-Fit Search,14,0.017,12 0 ,0 12 
tests/400-test.txt,14,B&B DFS,25,0.105,0 12 ,0 12 
tests/400-test.txt,14,B&B BFS,133,0.847,0 12 ,0 12 
tests/401-test.txt,15,Blind Search,491520,5.211,1 3 5 9 11 ,1 3 5 9 11 
tests/401-test.txt,15,Best-Fit Search,15,0.019,5 1 11 3 9 ,1 3 5 9 11 
tests/401-test.txt,15,B&B DFS,59,0.284,1 3 5 9 11 ,1 3 5 9 11 
tests/401-test.txt,15,B&B BFS,669,5.567,1 3 5 9 11 ,1 3 5 9 11 
tests/402-test.txt,8,Blind Search,2048,0.036,1 3 5 6 7 ,1 3 5 6 7 
tests/402-test.txt,8,Best-Fit Search,8,0.012,5 6 3 7 1 ,1 3 5 6 7 
tests/402-test.txt,8,B&B DFS,13,0.045,1 3 5 6 7 ,1 3 5 6 7 
tests/402-test.txt,8,B&B BFS,17,0.107,1 3 5 6 7 ,1 3 5 6 7 
tests/403-test.txt,25,Blind Search,838860800,7805.86,1 4 11 21 ,1 4 11 21 
tests/403-test.txt,25,Best-Fit Search,25,0.034,11 4 21 20 ,1 4 11 21 
tests/403-test.txt,25,B&B DFS,155,1.285,1 4 11 21 ,1 4 11 21 
tests/403-test.txt,25,B&B BFS,8133,77.642,1 4 11 21 ,1 4 11 21 
tests/404-test.txt,15,Blind Search,491520,5.232,1 4 9 11 ,1 4 9 11 
tests/404-test.txt,15,Best-Fit Search,15,0.019,1 9 13 8 ,1 4 9 11 
tests/404-test.txt,15,B&B DFS,69,0.362,1 4 9 11 ,1 4 9 11 
tests/404-test.txt,15,B&B BFS,1037,7.247,1 4 9 11 ,1 4 9 11 
tests/405-test.txt,27,Blind Search,-671088640,33199.8,7 22 25 ,7 22 25 
tests/405-test.txt,27,Best-Fit Search,27,0.039,25 7 12 ,7 22 25 
tests/405-test.txt,27,B&B DFS,219,1.611,7 22 25 ,7 22 25 
tests/405-test.txt,27,B&B BFS,2963,28.599,7 22 25 ,7 22 25 
tests/406-test.txt,10,Blind Search,10240,0.13,1 2 6 8 ,1 2 6 8 
tests/406-test.txt,10,Best-Fit Search,10,0.015,8 2 7 3 5 ,1 2 6 8 
tests/406-test.txt,10,B&B DFS,63,0.215,1 2 6 8 ,1 2 6 8 
tests/406-test.txt,10,B&B BFS,141,0.83,1 2 6 8 ,1 2 6 8 
tests/407-test.txt,18,Blind Search,4718592,48.562,0 7 8 10 12 14 ,0 7 8 10 12 14 
tests/407-test.txt,18,Best-Fit Search,18,0.024,0 8 10 12 13 14 ,0 7 8 10 12 14 
tests/407-test.txt,18,B&B DFS,253,1.532,0 7 8 10 12 14 ,0 7 8 10 12 14 
tests/407-test.txt,18,B&B BFS,4227,36.086,0 7 8 10 12 14 ,0 7 8 10 12 14 
tests/408-test.txt,8,Blind Search,2048,0.041,0 1 2 3 4 5 ,0 1 2 3 4 5 
tests/408-test.txt,8,Best-Fit Search,8,0.013,3 1 2 5 4 0 ,0 1 2 3 4 5 
tests/408-test.txt,8,B&B DFS,5,0.026,0 1 2 3 4 5 ,0 1 2 3 4 5 
tests/408-test.txt,8,B&B BFS,7,0.052,0 1 2 3 4 5 ,0 1 2 3 4 5 
tests/409-test.txt,21,Blind Search,44040192,426.822,8 12 13 14 16 ,8 12 13 14 16 
tests/409-test.txt,21,Best-Fit Search,21,0.029,13 16 8 14 12 ,8 12 13 14 16 
tests/409-test.txt,21,B&B DFS,79,0.524,8 12 13 14 16 ,8 12 13 14 16 
tests/409-test.txt,21,B&B BFS,3927,33.741,8 12 13 14 16 ,8 12 13 14 16 
tests/410-test.txt,26,Blind Search,1744830464,16114.9,5 18 19 22 ,5 18 19 22 
tests/410-test.txt,26,Best-Fit Search,26,0.039,22 18 5 11 2 ,5 18 19 22 
tests/410-test.txt,26,B&B DFS,289,2.373,5 18 19 22 ,5 18 19 22 
tests/410-test.txt,26,B&B BFS,9713,94.901,5 18 19 22 ,5 18 19 22 
tests/411-test.txt,19,Blind Search,9961472,101.322,3 5 14 15 17 ,3 5 14 15 17 
tests/411-test.txt,19,Best-Fit Search,19,0.027,14 5 15 16 3 8 ,3 5 14 15 17 
tests/411-test.txt,19,B&B DFS,103,0.645,3 5 14 15 17 ,3 5 14 15 17 
tests/411-test.txt,19,B&B BFS,4063,34.169,3 5 14 15 17 ,3 5 14 15 17 
tests/412-test.txt,22,Blind Search,92274688,887.077,1 9 11 16 19 ,1 9 11 16 19 
tests/412-test.txt,22,Best-Fit Search,22,0.032,19 16 11 9 1 ,1 9 11 16 19 
tests/412-test.txt,22,B&B DFS,39,0.298,1 9 11 16 19 ,1 9 11 16 19 
tests/412-test.txt,22,B&B BFS,4439,40.378,1 9 11 16 19 ,1 9 11 16 19 
tests/413-test.txt,22,Blind Search,92274688,883.187,12 17 18 ,12 17 18 
tests/413-test.txt,22,Best-Fit Search,22,0.03,12 17 18 ,12 17 18 
tests/413-test.txt,22,B&B DFS,39,0.3,12 17 18 ,12 17 18 
tests/413-test.txt,22,B&B BFS,1149,9.769,12 17 18 ,12 17 18 
tests/414-test.txt,15,Blind Search,491520,5.385,1 4 12 14 ,1 4 12 14 
tests/414-test.txt,15,Best-Fit Search,15,0.02,14 1 4 7 ,1 4 12 14 
tests/414-test.txt,15,B&B DFS,69,0.345,1 4 12 14 ,1 4 12 14 
tests/414-test.txt,15,B&B BFS,1279,9.199,1 4 12 14 ,1 4 12 14 
tests/415-test.txt,18,Blind Search,4718592,48.308,1 8 ,1 8 
tests/415-test.txt,18,Best-Fit Search,18,0.024,8 1 ,1 8 
tests/415-test.txt,18,B&B DFS,35,0.181,1 8 ,1 8 
tests/415-test.txt,18,B&B BFS,207,1.554,1 8 ,1 8 
tests/416-test.txt,9,Blind Search,4608,0.07,1 6 8 ,1 6 8 
tests/416-test.txt,9,Best-Fit Search,9,0.014,6 8 1 ,1 6 8 
tests/416-test.txt,9,B&B DFS,19,0.073,1 6 8 ,1 6 8 
tests/416-test.txt,9,B&B BFS,85,0.495,1 6 8 ,1 6 8 
tests/417-test.txt,11,Blind Search,22528,0.279,0 2 4 6 8 ,0 2 4 6 8 
tests/417-test.txt,11,Best-Fit Search,11,0.015,2 4 0 8 3 ,0 2 4 6 8 
tests/417-test.txt,11,B&B DFS,33,0.128,0 2 4 6 8 ,0 2 4 6 8 
tests/417-test.txt,11,B&B BFS,125,0.799,0 2 4 6 8 ,0 2 4 6 8 
tests/418-test.txt,11,Blind Search,22528,0.281,6 10 ,6 10 
tests/418-test.txt,11,Best-Fit Search,11,0.014,6 10 ,6 10 
tests/418-test.txt,11,B&B DFS,19,0.079,6 10 ,6 10 
tests/418-test.txt,11,B&B BFS,129,0.715,6 10 ,6 10 
tests/419-test.txt,15,Blind Search,491520,7.289,3 8 11 12 13 14 ,3 8 11 12 13 14 
tests/419-test.txt,15,Best-Fit Search,15,0.029,11 3 12 13 8 14 ,3 8 11 12 13 14 
tests/419-test.txt,15,B&B DFS,25,0.204,3 8 11 12 13 14 ,3 8 11 12 13 14 
tests/419-test.txt,15,B&B BFS,881,7.845,3 8 11 12 13 14 ,3 8 11 12 13 14 
tests/420-test.txt,15,Blind Search,491520,5.97,0 3 5 9 10 ,0 3 5 9 10 
tests/420-test.txt,15,Best-Fit Search,15,0.02,0 3 2 9 5 ,0 3 5 9 10 
tests/420-test.txt,15,B&B DFS,113,0.539,0 3 5 9 10 ,0 3 5 9 10 
tests/420-test.txt,15,B&B BFS,1269,9.541,0 3 5 9 10 ,0 3 5 9 10 
tests/421-test.txt,22,Blind Search,92274688,883.446,1 4 13 19 ,1 4 13 19 
tests/421-test.txt,22,Best-Fit Search,22,0.029,4 13 19 1 ,1 4 13 19 
tests/421-test.txt,22,B&B DFS,87,0.538,1 4 13 19 ,1 4 13 19 
tests/421-test.txt,22,B&B BFS,2127,18.255,1 4 13 19 ,1 4 13 19 
tests/422-test.txt,12,Blind Search,49152,0.611,1 2 11 ,1 2 11 
tests/422-test.txt,12,Best-Fit Search,12,0.014,2 0 11 10 ,1 2 11 
tests/422-test.txt,12,B&B DFS,87,0.315,1 2 11 ,1 2 11 
tests/422-test.txt,12,B&B BFS,273,1.742,1 2 11 ,1 2 11 
tests/423-test.txt,22,Blind Search,92274688,886.046,3 20 ,3 20 
tests/423-test.txt,22,Best-Fit Search,22,0.03,3 14 ,3 20 
tests/423-test.txt,22,B&B DFS,113,0.592,3 20 ,3 20 
tests/423-test.txt,22,B&B BFS,467,3.873,3 20 ,3 20 
tests/424-test.txt,12,Blind Search,49152,0.589,1 3 7 8 10 11 ,1 3 7 8 10 11 
tests/424-test.txt,12,Best-Fit Search,12,0.017,10 1 7 11 3 8 ,1 3 7 8 10 11 
tests/424-test.txt,12,B&B DFS,31,0.149,1 3 7 8 10 11 ,1 3 7 8 10 11 
tests/424-test.txt,12,B&B BFS,127,0.933,1 3 7 8 10 11 ,1 3 7 8 10 11 
tests/425-test.txt,13,Blind Search,106496,1.24,3 8 11 12 ,3 8 11 12 
tests/425-test.txt,13,Best-Fit Search,13,0.017,8 3 11 12 ,3 8 11 12 
tests/425-test.txt,13,B&B DFS,27,0.131,3 8 11 12 ,3 8 11 12 
tests/425-test.txt,13,B&B BFS,623,4.321,3 8 11 12 ,3 8 11 12 
tests/426-test.txt,16,Blind Search,1048576,12.519,4 7 10 11 ,4 7 10 11 
tests/426-test.txt,16,Best-Fit Search,16,0.02,11 10 4 7 ,4 7 10 11 
tests/426-test.txt,16,B&B DFS,41,0.231,4 7 10 11 ,4 7 10 11 
tests/426-test.txt,16,B&B BFS,1857,14.236,4 7 10 11 ,4 7 10 11 
tests/427-test.txt,21,Blind Search,44040192,427.207,1 2 5 9 12 13 ,1 2 5 9 12 13 
tests/427-test.txt,21,Best-Fit Search,21,0.028,9 1 13 2 12 5 ,1 2 5 9 12 13 
tests/427-test.txt,21,B&B DFS,55,0.399,1 2 5 9 12 13 ,1 2 5 9 12 13 
tests/427-test.txt,21,B&B BFS,10473,95.2,1 2 5 9 12 13 ,1 2 5 9 12 13 
tests/428-test.txt,14,Blind Search,229376,2.469,1 7 8 9 11 13 ,1 7 8 9 11 13 
tests/428-test.txt,14,Best-Fit Search,14,0.018,1 9 7 13 11 0 ,1 7 8 9 11 13 
tests/428-test.txt,14,B&B DFS,51,0.275,1 7 8 9 11 13 ,1 7 8 9 11 13 
tests/428-test.txt,14,B&B BFS,467,3.471,1 7 8 9 11 13 ,1 7 8 9 11 13 
tests/429-test.txt,24,Blind Search,402653184,3780.41,14 ,14 
tests/429-test.txt,24,Best-Fit Search,24,0.033,14 ,14 
tests/429-test.txt,24,B&B DFS,47,0.243,14 ,14 
tests/429-test.txt,24,B&B BFS,63,0.57,14 ,14 
tests/430-test.txt,24,Blind Search,402653184,3778.18,1 6 10 11 18 ,1 6 10 11 18 
tests/430-test.txt,24,Best-Fit Search,24,0.033,6 18 11 10 1 ,1 6 10 11 18 
tests/430-test.txt,24,B&B DFS,89,0.866,1 6 10 11 18 ,1 6 10 11 18 
tests/430-test.txt,24,B&B BFS,7657,71.864,1 6 10 11 18 ,1 6 10 11 18 
tests/431-test.txt,10,Blind Search,10240,0.14,0 ,0 
tests/431-test.txt,10,Best-Fit Search,10,0.013,0 ,0 
tests/431-test.txt,10,B&B DFS,19,0.052,0 ,0 
tests/431-test.txt,10,B&B BFS,19,0.106,0 ,0 
tests/432-test.txt,10,Blind Search,10240,0.141,1 2 5 7 9 ,1 2 5 7 9 
tests/432-test.txt,10,Best-Fit Search,10,0.015,2 1 5 9 7 ,1 2 5 7 9 
tests/432-test.txt,10,B&B DFS,15,0.066,1 2 5 7 9 ,1 2 5 7 9 
tests/432-test.txt,10,B&B BFS,63,0.434,1 2 5 7 9 ,1 2 5 7 9 
tests/433-test.txt,16,Blind Search,1048576,11.049,3 11 13 14 ,3 11 13 14 
tests/433-test.txt,16,Best-Fit Search,16,0.021,14 3 13 11 ,3 11 13 14 
tests/433-test.txt,16,B&B DFS,27,0.16,3 11 13 14 ,3 11 13 14 
tests/433-test.txt,16,B&B BFS,1135,8.269,3 11 13 14 ,3 11 13 14 
tests/434-test.txt,12,Blind Search,49152,0.628,2 4 ,2 4 
tests/434-test.txt,12,Best-Fit Search,12,0.015,6 ,2 4 
tests/434-test.txt,12,B&B DFS,103,0.323,2 4 ,2 4 
tests/434-test.txt,12,B&B BFS,145,0.896,2 4 ,2 4 
tests/435-test.txt,25,Blind Search,838860800,7810.82,10 21 ,10 21 
tests/435-test.txt,25,Best-Fit Search,25,0.034,10 21 ,10 21 
tests/435-test.txt,25,B&B DFS,53,0.369,10 21 ,10 21 
tests/435-test.txt,25,B&B BFS,439,4.042,10 21 ,10 21 
tests/436-test.txt,25,Blind Search,838860800,7823.3,0 4 10 12 15 19 21 23 ,0 4 10 12 15 19 21 23 
tests/436-test.txt,25,Best-Fit Search,25,0.035,15 0 21 12 4 19 23 18 ,0 4 10 12 15 19 21 23 
tests/436-test.txt,25,B&B DFS,129,1.081,0 4 10 12 15 19 21 23 ,0 4 10 12 15 19 21 23 
tests/436-test.txt,25,B&B BFS,69101,733.434,0 4 10 12 15 19 21 23 ,0 4 10 12 15 19 21 23 
tests/437-test.txt,14,Blind Search,229376,2.541,,
tests/437-test.txt,14,Best-Fit Search,14,0.017,,
tests/437-test.txt,14,B&B DFS,29,0.087,,
tests/437-test.txt,14,B&B BFS,29,0.173,,
tests/438-test.txt,20,Blind Search,20971520,205.84,2 5 6 8 9 19 ,2 5 6 8 9 19 
tests/438-test.txt,20,Best-Fit Search,20,0.026,9 6 2 5 8 10 ,2 5 6 8 9 19 
tests/438-test.txt,20,B&B DFS,81,0.561,2 5 6 8 9 19 ,2 5 6 8 9 19 
tests/438-test.txt,20,B&B BFS,9817,87.737,2 5 6 8 9 19 ,2 5 6 8 9 19 
tests/439-test.txt,20,Blind Search,20971520,207.271,1 9 10 11 13 17 ,1 9 10 11 13 17 
tests/439-test.txt,20,Best-Fit Search,20,0.029,13 11 9 1 10 15 ,1 9 10 11 13 17 
tests/439-test.txt,20,B&B DFS,111,0.896,1 9 10 11 13 17 ,1 9 10 11 13 17 
tests/439-test.txt,20,B&B BFS,7023,62.301,1 9 10 11 13 17 ,1 9 10 11 13 17 
tests/440-test.txt,17,Blind Search,2228224,23.246,4 13 14 ,4 13 14 
tests/440-test.txt,17,Best-Fit Search,17,0.023,14 9 4 1 ,4 13 14 
tests/440-test.txt,17,B&B DFS,161,0.822,4 13 14 ,4 13 14 
tests/440-test.txt,17,B&B BFS,963,7.223,4 13 14 ,4 13 14 
tests/441-test.txt,13,Blind Search,106496,1.264,0 2 4 6 8 9 10 12 ,0 2 4 6 8 9 10 12 
tests/441-test.txt,13,Best-Fit Search,13,0.017,4 6 0 12 8 2 9 10 ,0 2 4 6 8 9 10 12 
tests/441-test.txt,13,B&B DFS,13,0.069,0 2 4 6 8 9 10 12 ,0 2 4 6 8 9 10 12 
tests/441-test.txt,13,B&B BFS,63,0.48,0 2 4 6 8 9 10 12 ,0 2 4 6 8 9 10 12 
tests/442-test.txt,10,Blind Search,10240,0.141,0 2 4 7 8 9 ,0 2 4 7 8 9 
tests/442-test.txt,10,Best-Fit Search,10,0.015,2 7 9 0 6 4 ,0 2 4 7 8 9 
tests/442-test.txt,10,B&B DFS,19,0.083,0 2 4 7 8 9 ,0 2 4 7 8 9 
tests/442-test.txt,10,B&B BFS,35,0.242,0 2 4 7 8 9 ,0 2 4 7 8 9 
tests/443-test.txt,23,Blind Search,192937984,1826.89,6 ,6 
tests/443-test.txt,23,Best-Fit Search,23,0.031,6 ,6 
tests/443-test.txt,23,B&B DFS,123,0.598,6 ,6 
tests/443-test.txt,23,B&B BFS,251,2.158,6 ,6 
tests/444-test.txt,27,Blind Search,-671088640,33169.2,0 6 17 26 ,0 6 17 26 
tests/444-test.txt,27,Best-Fit Search,27,0.038,17 25 26 0 ,0 6 17 26 
tests/444-test.txt,27,B&B DFS,147,1.168,0 6 17 26 ,0 6 17 26 
tests/444-test.txt,27,B&B BFS,7861,76.76,0 6 17 26 ,0 6 17 26 
tests/445-test.txt,23,Blind Search,192937984,1833.96,3 6 11 13 16 19 ,3 6 11 13 16 19 
tests/445-test.txt,23,Best-Fit Search,23,0.033,11 13 6 3 19 8 ,3 6 11 13 16 19 
tests/445-test.txt,23,B&B DFS,111,0.904,3 6 11 13 16 19 ,3 6 11 13 16 19 
tests/445-test.txt,23,B&B BFS,26059,249.78,3 6 11 13 16 19 ,3 6 11 13 16 19 
tests/446-test.txt,19,Blind Search,9961472,102.485,0 9 10 17 18 ,0 9 10 17 18 
tests/446-test.txt,19,Best-Fit Search,19,0.026,17 10 9 18 0 ,0 9 10 17 18 
tests/446-test.txt,19,B&B DFS,29,0.196,0 9 10 17 18 ,0 9 10 17 18 
tests/446-test.txt,19,B&B BFS,3673,30.344,0 9 10 17 18 ,0 9 10 17 18 
tests/447-test.txt,25,Blind Search,838860800,7800.66,6 10 12 13 15 16 ,6 10 12 13 15 16 
tests/447-test.txt,25,Best-Fit Search,25,0.035,12 16 13 24 10 6 ,6 10 12 13 15 16 
tests/447-test.txt,25,B&B DFS,571,4.9,6 10 12 13 15 16 ,6 10 12 13 15 16 
tests/447-test.txt,25,B&B BFS,49221,514.478,6 10 12 13 15 16 ,6 10 12 13 15 16 
tests/448-test.txt,13,Blind Search,106496,1.254,0 1 9 ,0 1 9 
tests/448-test.txt,13,Best-Fit Search,13,0.016,0 1 6 3 ,0 1 9 
tests/448-test.txt,13,B&B DFS,55,0.218,0 1 9 ,0 1 9 
tests/448-test.txt,13,B&B BFS,315,2.006,0 1 9 ,0 1 9 
tests/449-test.txt,19,Blind Search,9961472,101.138,2 16 ,2 16 
tests/449-test.txt,19,Best-Fit Search,19,0.024,2 16 ,2 16 
tests/449-test.txt,19,B&B DFS,35,0.2,2 16 ,2 16 
tests/449-test.txt,19,B&B BFS,297,2.251,2 16 ,2 16 
tests/450-test.txt,14,Blind Search,229376,2.537,4 5 13 ,4 5 13 
tests/450-test.txt,14,Best-Fit Search,14,0.018,4 13 5 ,4 5 13 
tests/450-test.txt,14,B&B DFS,71,0.331,4 5 13 ,4 5 13 
tests/450-test.txt,14,B&B BFS,631,4.072,4 5 13 ,4 5 13 
tests/451-test.txt,15,Blind Search,491520,5.723,,
tests/451-test.txt,15,Best-Fit Search,15,0.019,,
tests/451-test.txt,15,B&B DFS,31,0.103,,
tests/451-test.txt,15,B&B BFS,31,0.201,,
tests/452-test.txt,19,Blind Search,9961472,101.984,4 7 11 12 13 16 ,4 7 11 12 13 16 
tests/452-test.txt,19,Best-Fit Search,19,0.026,16 13 4 7 11 12 ,4 7 11 12 13 16 
tests/452-test.txt,19,B&B DFS,39,0.282,4 7 11 12 13 16 ,4 7 11 12 13 16 
tests/452-test.txt,19,B&B BFS,4869,41.062,4 7 11 12 13 16 ,4 7 11 12 13 16 
tests/453-test.txt,10,Blind Search,10240,0.139,,
tests/453-test.txt,10,Best-Fit Search,10,0.013,,
tests/453-test.txt,10,B&B DFS,21,0.058,,
tests/453-test.txt,10,B&B BFS,21,0.12,,
tests/454-test.txt,21,Blind Search,44040192,427.88,1 3 15 17 19 ,1 3 15 17 19 
tests/454-test.txt,21,Best-Fit Search,21,0.029,15 17 3 1 19 ,1 3 15 17 19 
tests/454-test.txt,21,B&B DFS,37,0.274,1 3 15 17 19 ,1 3 15 17 19 
tests/454-test.txt,21,B&B BFS,8541,76.444,1 3 15 17 19 ,1 3 15 17 19 
tests/455-test.txt,16,Blind Search,1048576,11.126,2 3 14 15 ,2 3 14 15 
tests/455-test.txt,16,Best-Fit Search,16,0.021,3 2 14 9 ,2 3 14 15 
tests/455-test.txt,16,B&B DFS,59,0.31,2 3 14 15 ,2 3 14 15 
tests/455-test.txt,16,B&B BFS,2085,15.242,2 3 14 15 ,2 3 14 15 
tests/456-test.txt,10,Blind Search,10240,0.13,0 2 3 6 7 ,0 2 3 6 7 
tests/456-test.txt,10,Best-Fit Search,10,0.014,7 2 0 3 6 ,0 2 3 6 7 
tests/456-test.txt,10,B&B DFS,21,0.113,0 2 3 6 7 ,0 2 3 6 7 
tests/456-test.txt,10,B&B BFS,63,0.401,0 2 3 6 7 ,0 2 3 6 7 
tests/457-test.txt,12,Blind Search,49152,0.609,3 8 10 ,3 8 10 
tests/457-test.txt,12,Best-Fit Search,12,0.016,3 8 10 ,3 8 10 
tests/457-test.txt,12,B&B DFS,19,0.106,3 8 10 ,3 8 10 
tests/457-test.txt,12,B&B BFS,195,1.141,3 8 10 ,3 8 10 
tests/458-test.txt,19,Blind Search,9961472,101.916,,
tests/458-test.txt,19,Best-Fit Search,19,0.025,,
tests/458-test.txt,19,B&B DFS,39,0.16,,
tests/458-test.txt,19,B&B BFS,39,0.298,,
tests/459-test.txt,15,Blind Search,491520,5.28,0 10 11 12 ,0 10 11 12 
tests/459-test.txt,15,Best-Fit Search,15,0.019,12 10 11 0 ,0 10 11 12 
tests/459-test.txt,15,B&B DFS,33,0.187,0 10 11 12 ,0 10 11 12 
tests/459-test.txt,15,B&B BFS,593,4.075,0 10 11 12 ,0 10 11 12 
tests/460-test.txt,14,Blind Search,229376,2.657,2 8 11 ,2 8 11 
tests/460-test.txt,14,Best-Fit Search,14,0.023,8 11 2 ,2 8 11 
tests/460-test.txt,14,B&B DFS,49,0.269,2 8 11 ,2 8 11 
tests/460-test.txt,14,B&B BFS,289,2.32,2 8 11 ,2 8 11 
tests/461-test.txt,19,Blind Search,9961472,103.721,0 6 7 17 ,0 6 7 17 
tests/461-test.txt,19,Best-Fit Search,19,0.024,17 6 0 7 ,0 6 7 17 
tests/461-test.txt,19,B&B DFS,67,0.425,0 6 7 17 ,0 6 7 17 
tests/461-test.txt,19,B&B BFS,1727,13.439,0 6 7 17 ,0 6 7 17 
tests/462-test.txt,24,Blind Search,402653184,3775.9,5 6 8 11 13 15 18 ,5 6 8 11 13 15 18 
tests/462-test.txt,24,Best-Fit Search,24,0.035,5 11 13 8 18 6 16 ,5 6 8 11 13 15 18 
tests/462-test.txt,24,B&B DFS,435,3.505,5 6 8 11 13 15 18 ,5 6 8 11 13 15 18 
tests/462-test.txt,24,B&B BFS,66281,703.071,5 6 8 11 13 15 18 ,5 6 8 11 13 15 18 
tests/463-test.txt,19,Blind Search,9961472,100.633,5 7 9 10 13 16 ,5 7 9 10 13 16 
tests/463-test.txt,19,Best-Fit Search,19,0.027,7 9 10 16 3 13 ,5 7 9 10 13 16 
tests/463-test.txt,19,B&B DFS,209,1.382,5 7 9 10 13 16 ,5 7 9 10 13 16 
tests/463-test.txt,19,B&B BFS,5027,43.871,5 7 9 10 13 16 ,5 7 9 10 13 16 
tests/464-test.txt,11,Blind Search,22528,0.273,4 8 ,4 8 
tests/464-test.txt,11,Best-Fit Search,11,0.015,8 4 ,4 8 
tests/464-test.txt,11,B&B DFS,27,0.089,4 8 ,4 8 
tests/464-test.txt,11,B&B BFS,69,0.37,4 8 ,4 8 
tests/465-test.txt,18,Blind Search,4718592,49.33,2 12 ,2 12 
tests/465-test.txt,18,Best-Fit Search,18,0.023,12 2 ,2 12 
tests/465-test.txt,18,B&B DFS,35,0.21,2 12 ,2 12 
tests/465-test.txt,18,B&B BFS,293,2.177,2 12 ,2 12 
tests/466-test.txt,23,Blind Search,192937984,1832.12,5 6 8 17 21 ,5 6 8 17 21 
tests/466-test.txt,23,Best-Fit Search,23,0.033,17 21 6 11 12 14 ,5 6 8 17 21 
tests/466-test.txt,23,B&B DFS,209,1.617,5 6 8 17 21 ,5 6 8 17 21 
tests/466-test.txt,23,B&B BFS,10911,104.681,5 6 8 17 21 ,5 6 8 17 21 
tests/467-test.txt,23,Blind Search,192937984,1828.95,7 11 12 17 18 ,7 11 12 17 18 
tests/467-test.txt,23,Best-Fit Search,23,0.034,7 11 17 12 3 10 ,7 11 12 17 18 
tests/467-test.txt,23,B&B DFS,241,1.803,7 11 12 17 18 ,7 11 12 17 18 
tests/467-test.txt,23,B&B BFS,20367,193.228,7 11 12 17 18 ,7 11 12 17 18 
tests/468-test.txt,26,Blind Search,1744830464,16085.1,1 4 6 18 23 ,1 4 6 18 23 
tests/468-test.txt,26,Best-Fit Search,26,0.036,1 6 4 9 23 ,1 4 6 18 23 
tests/468-test.txt,26,B&B DFS,241,2.044,1 4 6 18 23 ,1 4 6 18 23 
tests/468-test.txt,26,B&B BFS,25697,267.855,1 4 6 18 23 ,1 4 6 18 23 
tests/469-test.txt,18,Blind Search,4718592,51.836,2 3 5 11 12 14 ,2 3 5 11 12 14 
tests/469-test.txt,18,Best-Fit Search,18,0.025,12 2 14 5 3 11 ,2 3 5 11 12 14 
tests/469-test.txt,18,B&B DFS,25,0.165,2 3 5 11 12 14 ,2 3 5 11 12 14 
